17.708,20.042,1
19.698,29.804,1
34.963,29.44,1
27.265,33.023,1
23.596,17.669,1
18.746,15.903,1
14.417,27.897,1
28.441,15.513,1
33.865,23.355,1
21.904,18.764,1
16.46,22.526,1
32.772,26.763,1
27.722,19.531,1
33.58,22.955,1
27.686,17.536,1
30.371,27.456,1
32.614,24.725,1
22.674,34.973,1
31.56,24.057,1
33.825,37.992,1
40.082,26.578,1
22.974,37.913,1
31.226,26.722,1
21.468,29.961,1
18.938,22.844,1
36.351,31.172,1
13.571,26.108,1
29.333,13.192,1
39.598,12.167,1
32.999,26.483,1
20.052,21.159,1
14.676,30.403,1
22.076,14.465,1
18.701,25.379,1
18.646,17.512,1
26.369,15.943,1
35.131,16.53,1
23.792,30.863,1
31.545,25.664,1
30.537,37.705,1
23.825,17.431,1
18.489,13.648,1
15.64,24.497,1
14.222,27.583,1
13.835,29.093,1
17.656,32.48,1
30.385,35.282,1
15.429,29.054,1
12.859,25.232,1
17.597,28.718,1
39.397,27.883,1
30.98,16.342,1
16.303,28.5,1
23.741,17.014,1
33.428,25.225,1
32.933,27.31,1
36.351,26.388,1
27.341,40.809,1
24.414,31.213,1
28.096,18.92,1
34.976,19.198,1
30.616,21.254,1
27.193,17.525,1
29.036,15.23,1
22.658,34.177,1
25.759,17.451,1
23.555,33.298,1
23.41,18.373,1
30.011,19.141,1
16.405,30.556,1
17.714,17.75,1
26.596,14.011,1
27.899,32.323,1
23.163,31.048,1
23.303,18.289,1
21.766,18.584,1
31.525,23.192,1
21.133,15.469,1
26.788,18.891,1
29.476,18.686,1
27.388,15.949,1
22.156,31.127,1
19.455,30.446,1
32.75,15.295,1
27.266,17.467,1
29.227,29.958,1
17.921,17.44,1
18.138,32.742,1
30.562,12.717,1
27.903,14.991,1
21.179,13.204,1
31.623,27.854,1
21.911,16.955,1
24.348,15.765,1
19.38,27.764,1
36.578,25.755,1
18.73,26.468,1
31.52,20.272,1
13.858,35.25,1
33.626,22.615,1
31.674,22.727,1
32.55,21.487,1
26.907,36.156,1
21.76,33.518,1
34.632,17.222,1
35.368,24.903,1
28.24,37.681,1
13.415,32.438,1
17.405,33.213,1
33.218,17.76,1
36.916,19.421,1
26.901,9.444,1
20.628,31.174,1
28.573,31.621,1
24.153,32.522,1
23.152,15.127,1
20.198,32.283,1
19.252,23.851,1
31.498,21.885,1
25.652,33.816,1
35.201,16.905,1
31.186,25.27,1
30.539,29.366,1
23.338,13.839,1
25.878,17.149,1
18.975,24.962,1
25.956,36.451,1
29.204,30.844,1
21.215,14.137,1
16.043,32.199,1
14.417,21.238,1
22.993,17.181,1
12.496,27.244,1
23.63,16.209,1
16.824,21.785,1
23.717,17.015,1
17.795,19.326,1
33.326,26.569,1
21.617,38.61,1
30.326,29.859,1
30.846,31.584,1
18.118,32.768,1
30.065,38.118,1
20.642,16.274,1
25.602,31.213,1
32.765,31.329,1
17.109,32.393,1
32.303,25.662,1
19.899,19.473,1
28.294,17.69,1
23.886,18.908,1
32.975,27.311,1
25.059,16.618,1
18.959,27.671,1
29.92,18.187,1
17.287,20.983,1
19.092,19.249,1
33.826,14.193,1
24.041,18.59,1
17.883,21.506,1
34.114,35.511,1
23.933,17.242,1
18.421,20.586,1
35.132,15.313,1
27.38,12.488,1
38.094,19.946,1
27.604,34.275,1
21.529,18.407,1
14.074,22.825,1
34.738,24.388,1
28.589,20.291,1
33.225,23.8,1
16.978,23.835,1
21.338,31.403,1
21.929,30.248,1
18.837,29.07,1
24.165,35.194,1
21.957,31.56,1
33.478,17.692,1
27.502,19.298,1
33.987,26.563,1
18.658,26.471,1
15.797,23.441,1
21.158,14.903,1
35.694,24.783,1
10.698,34.482,1
34.026,17.521,1
35.295,18.872,1
35.833,27.348,1
18.698,17.68,1
34.588,22.215,1
20.597,31.479,1
23.468,17.14,1
32.81,37.8,1
14.751,31.684,1
32.008,27.099,1
