4.1296,3.5876,1
3.423,1.8938,1
2.2092,3.2152,1
3.3351,1.9307,1
4.0834,0.81075,1
2.9594,3.1822,1
0.99253,1.998,1
5.7511,5.27,1
3.891,1.6863,1
1.4505,3.8656,1
2.7873,2.5633,1
2.5344,0.69698,1
3.4645,0.18736,1
3.0595,3.6188,1
4.0141,2.6121,1
4.1335,0.92844,1
1.3466,1.8433,1
3.1833,2.2408,1
1.7865,-0.85312,1
4.3751,1.3385,1
1.2349,3.8659,1
5.1462,5.643,1
2.9876,1.5971,1
2.5678,1.4897,1
4.6432,3.9826,1
1.8729,3.6496,1
4.1,3.3406,1
4.8234,2.0919,1
3.8448,5.3503,1
3.019,3.5253,1
3.3986,-0.11571,1
2.7978,2.7265,1
5.1657,2.0587,1
3.0536,5.1361,1
3.4511,0.99712,1
4.6547,0.023479,1
3.8606,3.3791,1
2.6222,2.9007,1
6.7005,5.2031,1
3.1199,1.3654,1
4.9188,3.9468,1
1.5204,-0.0053185,1
4.2898,1.1062,1
3.3206,3.4809,1
2.8739,1.5503,1
3.421,2.1652,1
4.526,3.3764,1
3.0993,2.7791,1
2.1618,0.064656,1
3.425,2.7755,1
3.6792,3.4443,1
4.2435,0.68405,1
3.8463,0.91376,1
1.6542,3.4897,1
3.8025,1.6781,1
6.0981,2.7324,1
5.0139,4.2861,1
4.9825,2.9582,1
5.5485,2.5566,1
2.8962,3.1583,1
1.1709,1.7014,1
2.92,0.97759,1
4.8782,2.0754,1
2.7414,4.7439,1
2.6689,2.8189,1
5.8176,1.9834,1
2.3015,3.9922,1
2.6808,2.3124,1
3.8039,2.4698,1
2.6266,0.25601,1
3.0345,3.4539,1
1.7567,3.4124,1
3.6596,1.5459,1
4.716,3.1236,1
4.0738,3.0232,1
3.0051,3.0821,1
4.2706,2.8572,1
1.4675,4.5077,1
4.2511,3.4251,1
4.4314,5.5836,1
3.9127,2.5139,1
4.6139,3.3881,1
4.0062,4.8555,1
4.0306,2.7842,1
4.0841,3.9655,1
3.6712,0.7409,1
3.6235,0.77845,1
2.3421,-0.12363,1
3.1388,3.9489,1
2.6718,2.791,1
4.9964,3.7847,1
3.9436,3.0735,1
3.7884,2.8457,1
2.4924,2.1445,1
2.8167,4.5325,1
3.8767,3.0108,1
3.0241,4.5272,1
5.4028,3.0045,1
3.1586,4.2348,1
3.2125,1.4087,1
2.1242,2.065,1
3.2869,5.3898,1
3.0314,3.5321,1
3.2388,3.508,1
1.9194,2.2452,1
2.5812,3.6656,1
5.3836,2.4507,1
2.5822,4.018,1
2.489,6.0288,1
4.0882,-1.1333,1
3.8325,3.0535,1
2.1394,2.0661,1
4.6276,3.0346,1
3.7687,5.7281,1
3.026,1.8393,1
5.8084,0.93662,1
0.58854,2.2013,1
1.0048,1.7485,1
2.3011,2.3076,1
4.779,4.2433,1
4.2636,0.46554,1
4.7338,3.1849,1
4.3295,2.9911,1
7.3149,5.0608,1
3.5363,3.13,1
2.7103,1.6429,1
5.0838,3.3909,1
7.4754,3.3653,1
2.6459,1.9001,1
3.7581,1.3791,1
4.2102,4.2495,1
6.7281,2.6662,1
4.2832,4.8244,1
5.252,4.813,1
4.7123,5.5864,1
1.6015,2.0469,1
4.2075,2.6712,1
3.4016,2.6677,1
4.6501,2.0812,1
1.7741,3.4566,1
3.2428,2.5437,1
2.2374,2.0573,1
2.5361,0.35243,1
2.5387,0.66481,1
1.2259,1.6968,1
5.2509,5.2709,1
6.6437,1.3577,1
4.9507,4.1913,1
3.6711,3.0829,1
4.2135,2.311,1
3.4193,5.3175,1
3.2955,1.373,1
3.5871,2.661,1
3.1078,5.3752,1
4.5535,1.7212,1
4.7326,2.6298,1
3.1143,1.6501,1
7.3067,0.84071,1
5.4128,1.6752,1
4.1324,4.2366,1
5.2272,2.782,1
3.1481,1.7339,1
3.1773,2.1478,1
2.53,1.6495,1
2.9184,0.82587,1
2.8032,2.3013,1
4.2201,2.3386,1
6.5317,5.1133,1
2.4641,3.0531,1
4.9032,1.4878,1
3.341,2.2837,1
4.2018,4.5375,1
5.2106,3.7715,1
3.5589,2.9291,1
2.4631,2.8766,1
5.2094,6.1339,1
3.1899,2.4086,1
5.6737,4.1983,1
4.1741,1.9277,1
3.3362,2.1054,1
2.0171,2.6378,1
1.22,1.936,1
4.4357,2.1644,1
3.1925,1.0323,1
2.946,2.2031,1
3.6778,0.26929,1
4.9103,1.7071,1
3.1326,3.7501,1
5.0493,1.4537,1
3.7456,1.704,1
3.3765,4.1721,1
4.5833,4.0674,1
3.7557,2.6945,1
3.3709,3.9664,1
0.87595,0.17006,1
5.1341,2.4307,1
2.6941,5.0399,1
3.5742,2.5319,1
3.6478,2.0531,1
5.8747,2.6746,1
3.3124,4.492,1
2.5863,2.1932,1
2.6883,2.5267,1
3.2424,1.8719,1
3.1568,1.6779,1
1.8742,2.5246,1
2.7791,1.9585,1
4.0421,0.93257,1
2.0556,4.0378,1
4.2355,3.8806,1
4.052,-0.051064,1
5.9037,0.96987,1
2.2081,3.3262,1
4.666,2.7135,1
1.4422,3.7022,1
3.9607,2.4727,1
3.0209,1.523,1
3.6632,5.3208,1
4.1396,2.3796,1
3.484,2.3043,1
3.2897,1.4546,1
5.57,3.4297,1
2.3751,2.1132,1
3.6008,1.0066,1
3.4586,1.8557,1
4.4966,1.3318,1
2.6102,1.3893,1
