0,1,2
2.693182555190292,0.08983042258250817,1.0
2.0014950696691605,1.372206637112598,1.0
1.0490580954443915,4.227955608936906,1.0
-0.6173663116562136,-3.2392024875745653,0.0
2.6098370686729906,3.7007683018689947,1.0
1.5313808356586598,1.2704633599811257,1.0
-1.172670960266228,-1.5730084878477881,0.0
0.8725144937901541,2.4759403957101873,1.0
1.8377705478605264,0.6754499664490559,1.0
1.5625318869114082,2.9096584918382185,1.0
0.7594336103353956,2.547205252756861,1.0
-1.1873189985306343,-0.9214568114556061,0.0
3.237432654611598,2.491215144828523,1.0
-1.104383124959393,-2.424759848824242,0.0
-2.317766431596023,-2.410809095715644,0.0
-1.9776865875522425,-0.7441116253613396,0.0
-0.39969049370889564,-0.09144006072665434,0.0
-0.4482682164749643,-1.8953072022152568,0.0
1.8674381745018704,1.6879821736118195,1.0
-2.0119568134187396,-3.803193338811393,0.0
-2.2464276733537107,-1.2240260638384886,0.0
-1.4076257713315738,-0.6654697985976192,0.0
-2.1710260642349364,-0.42980017274914384,0.0
-2.319416094307895,-4.021292837992942,0.0
-0.9527763066325199,-3.069493342511759,0.0
1.546673150057374,1.454166963014385,1.0
-1.6667184285332406,-1.7035157093466233,0.0
3.6136969356195636,1.8412403676985576,1.0
-0.6138824171849182,-2.8424976880363038,0.0
-2.3759878026200267,-2.3944529364027307,0.0
-0.44529259111570463,-1.482858294862789,0.0
-0.7678431680978983,-2.521775472077688,0.0
3.959588914903077,3.095158227272671,1.0
0.8456489145565058,1.3938835864420556,1.0
0.14211982010593927,-1.5669843557589163,0.0
-2.1889922228435763,-2.5145871362540433,0.0
-0.7221614571971029,-2.315675077787933,0.0
-1.2326177002251093,-0.9559369693575674,0.0
-1.1470196580027645,-3.820382727857022,0.0
-1.9600885367237755,-1.6358789333194759,0.0
-1.7360331630283237,-0.1448661449001578,0.0
3.043801154315914,3.247929138853485,1.0
2.0926695123850814,1.3864539818375978,1.0
2.451086795425543,1.8461883448213043,1.0
1.8899434889314013,1.4504019205470877,1.0
3.3636030574473077,1.243929936160318,1.0
-1.498116968677937,-0.6726239795806062,0.0
3.1178694991250735,1.543954669757936,1.0
-0.59395965649332,-2.1802248320376236,0.0
2.0615198222307862,1.2134265263386155,1.0
-3.187855707253387,-1.242810017569107,0.0
2.2960315203319848,4.283489906951695,1.0
-1.8327547922584184,-1.9514951316283626,0.0
-1.6967216168262824,-1.7198346319320519,0.0
