2023-11-17 07:28:23,269 INFO    StreamThr :823776 [internal.py:wandb_internal():86] W&B internal server running at pid: 823776, started at: 2023-11-17 07:28:23.269109
2023-11-17 07:28:23,272 DEBUG   HandlerThread:823776 [handler.py:handle_request():146] handle_request: status
2023-11-17 07:28:23,273 INFO    WriterThread:823776 [datastore.py:open_for_write():85] open: /home/shuvrajeet/Documents/GitHub/IIT_Madras_days/Classes/DL/Assignment1/wandb/run-20231117_072823-Question-1/run-Question-1.wandb
2023-11-17 07:28:23,273 DEBUG   SenderThread:823776 [sender.py:send():380] send: header
2023-11-17 07:28:23,275 DEBUG   SenderThread:823776 [sender.py:send():380] send: run
2023-11-17 07:28:23,889 INFO    SenderThread:823776 [dir_watcher.py:__init__():211] watching files in: /home/shuvrajeet/Documents/GitHub/IIT_Madras_days/Classes/DL/Assignment1/wandb/run-20231117_072823-Question-1/files
2023-11-17 07:28:23,889 INFO    SenderThread:823776 [sender.py:_start_run_threads():1124] run started: Question-1 with start time 1700186303.269396
2023-11-17 07:28:23,894 DEBUG   HandlerThread:823776 [handler.py:handle_request():146] handle_request: check_version
2023-11-17 07:28:23,894 DEBUG   SenderThread:823776 [sender.py:send_request():407] send_request: check_version
2023-11-17 07:28:23,962 DEBUG   HandlerThread:823776 [handler.py:handle_request():146] handle_request: run_start
2023-11-17 07:28:23,969 DEBUG   HandlerThread:823776 [system_info.py:__init__():32] System info init
2023-11-17 07:28:23,970 DEBUG   HandlerThread:823776 [system_info.py:__init__():47] System info init done
2023-11-17 07:28:23,970 INFO    HandlerThread:823776 [system_monitor.py:start():194] Starting system monitor
2023-11-17 07:28:23,970 INFO    SystemMonitor:823776 [system_monitor.py:_start():158] Starting system asset monitoring threads
2023-11-17 07:28:23,970 INFO    SystemMonitor:823776 [interfaces.py:start():190] Started cpu monitoring
2023-11-17 07:28:23,970 INFO    HandlerThread:823776 [system_monitor.py:probe():214] Collecting system info
2023-11-17 07:28:23,973 INFO    SystemMonitor:823776 [interfaces.py:start():190] Started disk monitoring
2023-11-17 07:28:23,974 INFO    SystemMonitor:823776 [interfaces.py:start():190] Started gpu monitoring
2023-11-17 07:28:23,974 INFO    SystemMonitor:823776 [interfaces.py:start():190] Started memory monitoring
2023-11-17 07:28:23,974 INFO    SystemMonitor:823776 [interfaces.py:start():190] Started network monitoring
2023-11-17 07:28:23,978 DEBUG   HandlerThread:823776 [system_info.py:probe():196] Probing system
2023-11-17 07:28:23,980 DEBUG   HandlerThread:823776 [system_info.py:_probe_git():181] Probing git
2023-11-17 07:28:23,985 DEBUG   HandlerThread:823776 [system_info.py:_probe_git():189] Probing git done
2023-11-17 07:28:23,985 DEBUG   HandlerThread:823776 [system_info.py:probe():244] Probing system done
